"species_code","common_name","scientific_name","bird_group","status_note","brief_description"
"CALIDRIS_CANUTUS","Red Knot","Calidris canutus","Sandpipers and Phalaropes","Indiana DNR status SE, FT","Sandpipers and Phalaropes. Range: breeds patchily in high Arctic (mainly) tundra of Holarctic from northwestern and eastern Greenland, north-central Siberia, islands north of north-central and northeastern Siberia, and northern Chukotskiy Peninsula (northeastern Siberia); winters coasts worldwide from temperate zone to tropics; in Indian Ocean mainly western Australia, and in Pacific in New Zealand but rare on other remote islands Indiana listing: Indiana DNR status SE, FT."
"PHALAROPUS_FULICARIUS","Red Phalarope","Phalaropus fulicarius","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds mostly high Arctic marshy tundra from southern Greenland and Iceland eastward across Siberia to northern Alaska and northern Canada including southern tier of Arctic Canadian islands; winters off coasts from California to southern Chile, Atlantic USA to northern Florida, and off western Africa Indiana listing: No special state or federal status code shown."
"MELANERPES_CAROLINUS","Red-bellied Woodpecker","Melanerpes carolinus","Woodpeckers","No special state or federal status code shown","Woodpeckers. Range: eastern North America (southern Canada to Texas and Florida Keys) Indiana listing: No special state or federal status code shown."
"MERGUS_SERRATOR","Red-breasted Merganser","Mergus serrator","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds southern Greenland, Iceland, northern British Isles, and Scandinavia to Sakhalin and Kamchatka peninsulas, and Kuril and Commander islands (southeastern Russia), in south through northern Kazakhstan and northeastern China; western Alaska mainland through mainland Canada from Arctic to northern Great Lakes and eastward to Nova Scotia; winters to coasts of southern Europe, Black and Caspian seas; Japan, Korean Peninsula, and eastern China; to west-central Mexico, Gulf Coast, and Florida Indiana listing: No special state or federal status code shown."
"SITTA_CANADENSIS","Red-breasted Nuthatch","Sitta canadensis","Nuthatches","No special state or federal status code shown","Nuthatches. Range: coniferous forest of North America Indiana listing: No special state or federal status code shown."
"VIREO_OLIVACEUS","Red-eyed Vireo","Vireo olivaceus","Vireos","No special state or federal status code shown","Vireos. Range: breeds Canada and west-central and eastern USA; winters to Cuba and central South America Indiana listing: No special state or federal status code shown."
"MELANERPES_ERYTHROCEPHALUS","Red-headed Woodpecker","Melanerpes erythrocephalus","Woodpeckers","No special state or federal status code shown","Woodpeckers. Range: eastern North America from southern Canada to Gulf of Mexico and Florida Indiana listing: No special state or federal status code shown."
"PODICEPS_GRISEGENA","Red-necked Grebe","Podiceps grisegena","Grebes","No special state or federal status code shown","Grebes. Range: central and eastern Europe and Turkey to temperate west-central Russia and Kazakhstan; subarctic central and eastern Siberia to Kamchatka, Alaska, and Canada to southwestern Quebec; winters mostly coasts to mid-temperate latitudes Indiana listing: No special state or federal status code shown."
"PHALAROPUS_LOBATUS","Red-necked Phalarope","Phalaropus lobatus","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds mostly low Arctic tundra from southern Greenland and Iceland eastward to Kamchatka, Kuril, and Commander islands, and Aleutians through Canada; winters off coasts of Indian Ocean from Arabian Sea eastward through Indonesian Archipelago and in Pacific to New Guinea and Bismarck Archipelago and western Mexico to Peru and Galapagos Indiana listing: No special state or federal status code shown."
"CALIDRIS_RUFICOLLIS","Red-necked Stint","Calidris ruficollis","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds coastal tundra of Taymyr Peninsula eastward to Chukotskiy Peninsula and northern Kamchatka Peninsula (north-central to north-eastern Siberia); breeds coastal northeastern India and Sri Lanka eastward to Philippines, Australasia, and Melanesia Indiana listing: No special state or federal status code shown."
"BUTEO_LINEATUS","Red-shouldered Hawk","Buteo lineatus","Kites, Eagles, and Hawks","No special state or federal status code shown","Kites, Eagles, and Hawks. Range: bottomland hardwood, riparian woodland, deciduous swamp forest, and mixed deciduous-coniferous forest from southeasternmost Canada, in southern Quebec, western Ontario, and New Brunswick, southward through eastern US to southern Florida and the Gulf of Mexico coast, westward to central Minnesota, eastern Kansas, Oklahoma, and Texas, and as non-breeder southward to north-central Mexico; also in the western US from southernmost Oregon southward to central Baja California Indiana listing: No special state or federal status code shown."
"BUTEO_JAMAICENSIS","Red-tailed Hawk","Buteo jamaicensis","Kites, Eagles, and Hawks","No special state or federal status code shown","Kites, Eagles, and Hawks. Range: Alaska and subarctic Canada through USA, Greater Antilles, and northern Lesser Antilles to western Panama; northern populations winter to south Indiana listing: No special state or federal status code shown."
"GAVIA_STELLATA","Red-throated Loon","Gavia stellata","Loons","No special state or federal status code shown","Loons. Range: breeds across the northern Holarctic region; winters coastally in the north Pacific Ocean from the Kamchatka Peninsula to the Yellow Sea, and from southern Alaska to northwestern Mexico; and in the northern Atlantic Ocean from the Maritime Provinces (Canada) to the southeastern USA, from Scandinavia south to the Mediterranean, and the Black and Caspian seas Indiana listing: No special state or federal status code shown."
"AGELAIUS_PHOENICEUS","Red-winged Blackbird","Agelaius phoeniceus","Blackbirds and Orioles","No special state or federal status code shown","Blackbirds and Orioles. Range: various freshwater and salt marshes, including meadows and cultivated fields from southern Alaska and Yukon eastwards to Labrador (northwestern to eastern Canada), and to southern Florida, northern Bahamas, northern Baja California, and soutward across Mexico to coastal Yucatan Peninsula and locally in Central America to northwestern Costa Rica; largely resident, with winter wandering Indiana listing: No special state or federal status code shown."
"EGRETTA_RUFESCENS","Reddish Egret","Egretta rufescens","Bitterns, Herons, and Egrets","No special state or federal status code shown","Bitterns, Herons, and Egrets. Range: breeds southern USA to southern Mexico and Belize, and West Indies; winters to northwestern South America Indiana listing: No special state or federal status code shown."
"AYTHYA_AMERICANA","Redhead","Aythya americana","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds Alaska to southern USA; winters to Guatemala and Greater Antilles Indiana listing: No special state or federal status code shown."
"LARUS_DELAWARENSIS","Ring-billed Gull","Larus delawarensis","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds inland British Columbia eastward to Labrador and Newfoundland (eastern Canada), Pacific Northwest states, and Great Lakes (northern USA); winters to coastal and inland southern USA, southern Mexico, Bahamas, and Greater Antilles Indiana listing: No special state or federal status code shown."
"AYTHYA_COLLARIS","Ring-necked Duck","Aythya collaris","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds Alaska to southern USA; winters to Panama and southern Lesser Antilles Indiana listing: No special state or federal status code shown."
"PHASIANUS_COLCHICUS","Ring-necked Pheasant","Phasianus colchicus","Turkeys, Grouse, and Pheasants","Exotic or introduced","Turkeys, Grouse, and Pheasants. Range: native range, fragmented to the west and widespread to the east, is lowland to montane open forest, highland grassland, and bamboo scrub, from Bulgaria and Greece eastward to the northern slope of the Himalayas, thence northward across China to Manchuria and the Korean Peninsula, and southward to northernmost Vietnam, and Taiwan; successfully introduced widely, often in agricultural land, including non-native habitats in Asia, Europe, and North America, plus Australia (locally), New Zealand, Hawaii, and Chile Indiana listing: Exotic or introduced."
"COLUMBA_LIVIA","Rock Pigeon","Columba livia","Pigeons and Doves","Exotic or introduced","Pigeons and Doves. Range: native populations existed from lowland to montane open rocky habitats, from sea-cliffs to open steppe, desert canyons, and rocky crags, from the Faroe and Shetland islands (Britain) and Scandinavia eastward to Mongolia, and southward to Madeira, Azores, Cape Verde, and Canary Islands, Ghana, Sudan, Arabian Peninsula, India, and eastern Himalayas; native limits unclear due to presence of feral pigeons. Wild native populations now absent from Faroes, Shetland, Norway, and Europe except southwestern Portugal and coastal Sardinia (France). Feral populations introduced globally, especially in cities and towns, on all continents (except Antarctica), and on many oceanic islands. Feral and domestic pigeons cloud extent of native populations, owing to extensive interbreeding. Indiana listing: Exotic or introduced."
